paper_id,doi,title,candidate_url,candidate_source,candidate_source_type,expected_content_type,access_route,is_open_access,institutional_access_possible,source_priority,candidate_priority,source_discovery_method,notes
paper_0202,10.1016/j.joei.2023.101344,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",data\raw\pdfs\paper_0202_hydrogen_production_by_steam_reforming_of_methane_over_hollow_bulk_and_co_precip.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0202,10.1016/j.joei.2023.101344,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",https://www.sciencedirect.com/science/article/pii/j.joei.2023.101344,sciencedirect,publisher_landing_page,html,publisher_landing,unclear,yes,65,65,publisher_doi_pattern,ScienceDirect landing pattern from DOI suffix. This only uses normal direct URLs and does not bypass access controls.
paper_0202,10.1016/j.joei.2023.101344,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",https://doi.org/10.1016/j.joei.2023.101344,openalex_location,publisher_landing_page,html,publisher_landing,no,unknown,62,62,openalex_live_location,OpenAlex landing_page_url from Journal of the Energy Institute.
paper_0202,10.1016/j.joei.2023.101344,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",https://doi.org/10.1016/j.joei.2023.101344,openalex_location,openalex_location,html_or_pdf,unknown,no,unknown,58,58,openalex_raw_metadata,URL from local OpenAlex raw metadata.
paper_0202,10.1016/j.joei.2023.101344,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",https://api.elsevier.com/content/article/PII:S1743967123001733?httpAccept=text/plain,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/plain; intended=text-mining.
paper_0202,10.1016/j.joei.2023.101344,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",https://api.elsevier.com/content/article/PII:S1743967123001733?httpAccept=text/xml,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/xml; intended=text-mining.
paper_0202,10.1016/j.joei.2023.101344,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",https://doi.org/10.1016/j.joei.2023.101344,doi_resolver,doi_landing_page,html,doi_landing,no,unknown,45,45,doi_from_candidate_pool,"DOI resolver landing page. Useful for discovery, but not enough for experimental extraction by itself."
paper_0202,10.1016/j.joei.2023.101344,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",manual://paper_0202,manual_required,manual_required,pdf_or_html,manual_required,unclear,unknown,1,1,fallback_manual_request,Fallback row for manual legal PDF/HTML acquisition if automatic direct access fails.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",data\raw\pdfs\paper_0220.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,120,120,local_manual_pdf_path,Local legally obtained PDF path. File exists and should be checked before network fetching.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",https://pmc.ncbi.nlm.nih.gov/articles/PMC11110164/pdf/cs3c05847.pdf,openalex_location,oa_pdf,pdf,open_access,yes,no,112,112,openalex_live_location,OpenAlex pdf_url from PubMed Central.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",https://pubs.acs.org/doi/pdf/10.1021/acscatal.3c05847,openalex_location,oa_pdf,pdf,open_access,yes,no,112,112,openalex_live_location,OpenAlex pdf_url from ACS Catalysis.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",https://pubs.acs.org/doi/pdf/10.1021/acscatal.3c05847,openalex_location,oa_html_fulltext,html_or_pdf,open_access,yes,no,110,110,openalex_live_open_access,OpenAlex open_access.oa_url.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",https://pubs.acs.org/doi/pdf/10.1021/acscatal.3c05847,acs,institutional_pdf,pdf,institutional_access,unclear,yes,105,105,publisher_doi_pattern,ACS PDF URL pattern. This only uses normal direct URLs and does not bypass access controls.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",https://www.ncbi.nlm.nih.gov/pmc/articles/11110164,openalex_location,oa_html_fulltext,html,open_access,yes,unknown,88,88,openalex_live_location,OpenAlex landing_page_url from PubMed Central.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",https://pubs.acs.org/doi/pdf/10.1021/acscatal.3c05847,crossref_link,crossref_link,pdf,unknown,unclear,unknown,86,86,crossref_live_link,Crossref link content-type=application/pdf; intended=unspecified.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",https://doi.org/10.1021/acscatal.3c05847,openalex_location,oa_html_fulltext,html_or_pdf,open_access,yes,unknown,84,84,openalex_raw_metadata,URL from local OpenAlex raw metadata.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",https://pubs.acs.org/doi/10.1021/acscatal.3c05847,acs,publisher_landing_page,html,publisher_landing,unclear,yes,70,70,publisher_doi_pattern,ACS article landing page. This only uses normal direct URLs and does not bypass access controls.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",data\raw\pdfs\10.1021_acscatal.3c05847.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",data\raw\pdfs\paper_0220_10.1021_acscatal.3c05847.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",data\raw\pdfs\paper_0220_structural_changes_of_ni_and_ni_pt_methane_steam_reforming_catalysts_during_acti.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",https://pubmed.ncbi.nlm.nih.gov/38779186,openalex_location,publisher_landing_page,html,publisher_landing,no,unknown,62,62,openalex_live_location,OpenAlex landing_page_url from PubMed.
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",https://doi.org/10.1021/acscatal.3c05847,doi_resolver,doi_landing_page,html,doi_landing,yes,unknown,45,45,doi_from_candidate_pool,"DOI resolver landing page. Useful for discovery, but not enough for experimental extraction by itself."
paper_0220,10.1021/acscatal.3c05847,"Structural Changes of Ni and Ni–Pt Methane Steam Reforming Catalysts During Activation, Reaction, and Deactivation Under Dynamic Reaction Conditions",manual://paper_0220,manual_required,manual_required,pdf_or_html,manual_required,unclear,unknown,1,1,fallback_manual_request,Fallback row for manual legal PDF/HTML acquisition if automatic direct access fails.
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",data\raw\pdfs\paper_0221.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,120,120,local_manual_pdf_path,Local legally obtained PDF path. File exists and should be checked before network fetching.
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",http://ira.lib.polyu.edu.hk/bitstream/10397/116856/1/1-s2.0-S0378382025001493-main.pdf,openalex_location,oa_pdf,pdf,open_access,yes,no,112,112,openalex_live_location,OpenAlex pdf_url from PolyU Institutional Research Archive (Hong Kong Polytechnic University).
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",http://hdl.handle.net/10397/116856,openalex_location,oa_html_fulltext,html,open_access,yes,unknown,88,88,openalex_live_location,OpenAlex landing_page_url from PolyU Institutional Research Archive (Hong Kong Polytechnic University).
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",https://doaj.org/article/7bea740ddc5f4e6a803f92349cd57b5b,openalex_location,oa_html_fulltext,html,open_access,yes,unknown,88,88,openalex_live_location,OpenAlex landing_page_url from SHILAP Revista de lepidopterología.
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",https://www.sciencedirect.com/science/article/pii/j.fuproc.2025.108325/pdfft?isDTMRedir=true&download=true,sciencedirect,institutional_pdf,pdf,institutional_access,unclear,yes,85,85,publisher_doi_pattern,ScienceDirect PDF pattern from DOI suffix. This only uses normal direct URLs and does not bypass access controls.
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",https://doi.org/10.1016/j.fuproc.2025.108325,openalex_location,oa_html_fulltext,html_or_pdf,open_access,yes,unknown,84,84,openalex_raw_metadata,URL from local OpenAlex raw metadata.
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",data\raw\pdfs\10.1016_j.fuproc.2025.108325.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",data\raw\pdfs\paper_0221_10.1016_j.fuproc.2025.108325.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",data\raw\pdfs\paper_0221_support_effect_in_ni_based_catalysts_for_methane_steam_reforming_role_of_mxoy_al.pdf,local_manual_pdf,local_pdf,pdf,local_pdf,unclear,no,65,65,local_manual_pdf_path,Local legally obtained PDF path. Candidate path for manual PDF placement.
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",https://www.sciencedirect.com/science/article/pii/j.fuproc.2025.108325,sciencedirect,publisher_landing_page,html,publisher_landing,unclear,yes,65,65,publisher_doi_pattern,ScienceDirect landing pattern from DOI suffix. This only uses normal direct URLs and does not bypass access controls.
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",https://api.elsevier.com/content/article/PII:S0378382025001493?httpAccept=text/plain,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/plain; intended=text-mining.
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",https://api.elsevier.com/content/article/PII:S0378382025001493?httpAccept=text/xml,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,56,56,crossref_live_link,Crossref link content-type=text/xml; intended=text-mining.
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",https://doi.org/10.1016/j.fuproc.2025.108325,crossref_link,crossref_link,html_or_pdf,unknown,unclear,unknown,52,52,crossref_raw_metadata,URL from local Crossref raw metadata.
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",https://doi.org/10.1016/j.fuproc.2025.108325,doi_resolver,doi_landing_page,html,doi_landing,yes,unknown,45,45,doi_from_candidate_pool,"DOI resolver landing page. Useful for discovery, but not enough for experimental extraction by itself."
paper_0221,10.1016/j.fuproc.2025.108325,"Support effect in Ni-based catalysts for methane steam reforming: Role of MxOy-Al2O3 (M = Ni, Mg, Co) supports for enhanced catalyst stability",manual://paper_0221,manual_required,manual_required,pdf_or_html,manual_required,unclear,unknown,1,1,fallback_manual_request,Fallback row for manual legal PDF/HTML acquisition if automatic direct access fails.
